City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,yulara,-25.2406,130.9889,25.72,45,100,2.97,AU,1681327294
276,kalangala,-0.3089,32.225,22.64,69,72,3.86,UG,1681327295
277,kidal,18.4411,1.4078,32.1,10,100,2.42,ML,1681327295
278,jibuti,11.5,42.5,24.92,73,78,9.31,DJ,1681327295
279,alyangula,-13.8483,136.4192,27.49,78,39,2.91,AU,1681327296
280,camana,-16.6228,-72.7111,24.23,72,75,4.08,PE,1681327296
281,kloulklubed,7.0419,134.2556,28.18,78,42,3.63,PW,1681327297
282,tagusao,9.1924,117.8141,26.24,82,13,0.99,PH,1681327297
283,fortuna,40.5982,-124.1573,12.03,65,6,4.47,US,1681327297
284,muret,43.3333,1.25,9.11,86,100,5.57,FR,1681327298
285,saint anthony,45.0205,-93.218,29.8,36,0,7.2,US,1681327298
286,richards bay,-28.783,32.0377,21.33,79,100,3.92,ZA,1681327298
287,sembakung,3.8167,117.25,23.08,99,22,0.38,ID,1681327102
288,longyearbyen,78.2186,15.6401,-0.09,80,75,3.6,SJ,1681327299
289,souillac,-20.5167,57.5167,24.21,88,20,2.06,MU,1681327299
290,komatipoort,-25.4332,31.9548,19.47,78,1,1.43,ZA,1681327299
291,anloga,5.7947,0.8973,28.53,80,14,4.32,GH,1681327300
292,skotterud,59.9828,12.1283,4.52,97,100,2.3,NO,1681327300
293,barao de melgaco,-16.1944,-55.9675,30.93,53,99,2.03,BR,1681327301
294,port-cartier,50.0334,-66.8654,12.82,78,97,2.18,CA,1681327301
295,otukpo,7.1913,8.1329,29.61,55,34,3.33,NG,1681327301
296,monte patria,-30.6919,-70.9467,26.74,35,75,3.76,CL,1681327301
297,kumta,14.4167,74.4,25.99,88,18,0.28,IN,1681327302
298,quang ngai,15.1167,108.8,24.77,93,82,2.17,VN,1681327302
299,ribeira grande,38.5167,-28.7,17.22,88,75,4.12,PT,1681327302
300,grand gaube,-20.0064,57.6608,24.65,86,22,4.35,MU,1681327303
301,teguise,29.0605,-13.564,19.12,68,0,9.77,ES,1681327303
302,katsuura,35.1333,140.3,13.32,72,100,10.33,JP,1681327303
303,zalesovo,53.9939,84.7431,-0.85,72,100,4.13,RU,1681327304
304,iqaluit,63.7506,-68.5145,-6.15,63,75,0.0,CA,1681327304
305,bhag,29.0415,67.8239,31.76,18,0,3.02,PK,1681327305
306,nizwa,22.9333,57.5333,26.63,43,90,1.44,OM,1681327284
307,pagudpud,18.5616,120.7868,25.4,91,79,5.97,PH,1681327305
308,bonavista,48.6499,-53.1147,2.38,82,100,3.58,CA,1681327305
309,boguchar,49.9358,40.545,11.06,65,100,8.39,RU,1681327305
310,manta,-0.95,-80.7333,30.88,70,40,2.57,EC,1681327306
311,sumenep,-7.0167,113.8667,25.7,88,98,3.43,ID,1681327306
312,dhone,15.4167,77.8833,29.83,24,0,4.01,IN,1681327307
313,urumqi,43.801,87.6005,6.53,81,0,2.0,CN,1681327307
314,kashi,39.4547,75.9797,16.56,23,86,4.0,CN,1681327307
315,sistranda,63.7256,8.834,8.98,69,1,10.98,NO,1681327308
316,skibbereen,51.55,-9.2667,8.39,68,0,10.02,IE,1681327308
317,lujan,-34.5703,-59.105,17.84,48,100,5.23,AR,1681327203
318,singapore,1.2897,103.8501,28.02,88,75,2.57,SG,1681326770
319,san vicente,-26.6167,-54.1333,29.29,31,0,1.48,AR,1681327308
320,two rivers,44.1539,-87.5693,29.27,34,0,8.75,US,1681327309
321,topeka,39.0483,-95.678,27.72,36,0,9.77,US,1681327309
322,san andres,12.5847,-81.7006,30.01,70,40,5.14,CO,1681327309
323,palu,-0.8917,119.8707,24.46,95,90,1.06,ID,1681327309
324,flin flon,54.7682,-101.865,4.91,70,75,6.17,CA,1681327310
325,yaan,7.3833,8.5667,31.72,45,12,4.14,NG,1681327310
326,faya,18.3851,42.4509,18.06,52,5,2.93,SA,1681327310
327,san quintin,30.4833,-115.95,16.57,68,91,5.32,MX,1681327311
328,charlestown,-32.95,151.6667,15.38,96,92,0.89,AU,1681327311
329,dingle,10.9995,122.6711,23.71,81,100,0.8,PH,1681327312
330,yarmouth,41.7057,-70.2286,24.26,23,0,4.63,US,1681327174
331,tilichiki,60.4667,166.1,-16.63,88,100,3.44,RU,1681327312
332,alvin,29.4238,-95.2441,26.18,58,75,5.14,US,1681327312
333,bagdarin,54.4333,113.6,-6.04,86,100,1.89,RU,1681327312
334,puri,19.8,85.85,29.29,82,0,5.76,IN,1681327313
335,kruisfontein,-34.0033,24.7314,15.49,62,100,0.52,ZA,1681327313
336,hobyo,5.3505,48.5268,28.43,75,99,5.47,SO,1681327313
337,anaconda,46.1285,-112.9423,1.55,78,99,1.8,US,1681327314
338,rapid city,44.0805,-103.231,22.07,35,0,3.58,US,1681327265
339,harare,-17.8294,31.0539,16.52,89,81,3.08,ZW,1681327314
340,sept-iles,50.2001,-66.3821,13.0,56,75,4.63,CA,1681327314
341,tucumcari,35.1717,-103.725,30.52,11,0,6.17,US,1681327315
342,nuuk,64.1835,-51.7216,0.34,80,20,4.63,GL,1681327202
343,shimoda,34.6667,138.95,11.72,73,1,4.14,JP,1681327297
344,pacific grove,36.6177,-121.9166,16.42,68,0,7.72,US,1681327043
345,padang,-0.9492,100.3543,24.97,87,92,0.97,ID,1681327315
346,sola,-13.8833,167.55,28.32,70,62,4.15,VU,1681327316
347,aksu,41.1231,80.2644,13.03,35,39,1.99,CN,1681327316
348,soma,39.1855,27.6094,11.55,88,58,2.06,TR,1681327317
349,cockburn town,21.4612,-71.1419,25.79,76,7,5.33,TC,1681327317
350,terrak,65.087,12.3715,10.93,87,66,7.03,NO,1681327318
351,salamiyah,35.0113,37.0532,9.3,86,100,8.99,SY,1681327318
352,sikasso,10.9167,-7.0,34.79,14,11,1.82,ML,1681327318
353,ponta do sol,32.6667,-17.1,20.4,73,6,2.94,PT,1681327318
354,siniscola,40.5719,9.6922,14.75,67,0,1.58,IT,1681327319
355,bubaque,11.2833,-15.8333,25.29,76,98,7.54,GW,1681327097
356,jalu,29.0331,21.5482,19.41,26,0,3.87,LY,1681327319
357,jupiter,26.9342,-80.0942,22.03,94,100,4.47,US,1681327027
358,marquette,46.5333,-87.6335,23.76,40,2,3.13,US,1681327259
359,caiaponia,-16.9567,-51.8103,26.77,68,55,1.62,BR,1681327321
360,codrington,-38.2667,141.9667,14.83,94,92,1.92,AU,1681327321
361,vardo,70.3705,31.1107,-0.01,69,75,7.72,NO,1681327322
362,tezu,27.9167,96.1667,21.74,36,0,2.31,IN,1681327156
363,aalsmeer,52.2641,4.7653,10.06,62,20,4.63,NL,1681327322
364,pangnirtung,66.1451,-65.7125,-9.0,62,20,1.54,CA,1681327323
365,batken,39.8333,71.0,7.13,60,100,2.71,KG,1681327323
366,ndele,8.4109,20.6473,28.32,43,100,0.27,CF,1681327324
367,hofn,64.2539,-15.2082,5.94,62,28,0.7,IS,1681327325
368,port lincoln,-34.7333,135.8667,13.78,76,1,1.58,AU,1681327325
369,burnie,-41.0667,145.9167,13.3,88,22,4.26,AU,1681327326
370,marawi,7.9986,124.2928,20.24,92,1,1.35,PH,1681327326
371,santiago,-33.4569,-70.6483,25.16,49,75,5.66,CL,1681326866
372,koungheul,13.9833,-14.8,37.06,23,97,2.35,SN,1681327327
373,griffith,41.5284,-87.4237,27.3,36,0,8.23,US,1681327142
374,maneadero,31.7167,-116.5667,13.94,77,100,2.68,MX,1681327328
375,berezovyy,51.6667,135.7,-4.56,94,100,5.39,RU,1681327329
376,olinda,-8.0089,-34.8553,28.85,70,40,6.17,BR,1681327329
377,kargasok,59.0556,80.8572,0.56,97,100,6.2,RU,1681327330
378,klaksvik,62.2266,-6.589,7.51,90,97,12.63,FO,1681327330
379,tual,-5.6667,132.75,28.45,72,93,2.93,ID,1681327331
380,tiarei,-17.5333,-149.3333,29.01,73,10,3.72,PF,1681327331
381,newtonmore,57.066,-4.1192,2.43,88,100,6.22,GB,1681327332
382,sabha,27.0377,14.4283,19.09,13,0,3.14,LY,1681327332
383,henties bay,-22.116,14.2845,15.58,82,0,3.65,NA,1681327333
384,mahina,-17.5065,-149.489,28.87,70,20,1.54,PF,1681327333
385,tabory,58.5198,64.5495,2.15,82,63,2.36,RU,1681327334
386,vikhorevka,56.1201,101.1636,-7.23,95,82,1.44,RU,1681327335
387,madison,34.7334,-86.5667,25.93,26,0,2.06,US,1681327147
388,riberalta,-10.9833,-66.1,32.11,62,40,3.09,BO,1681327336
389,dinga,32.6398,73.722,25.05,27,0,1.66,PK,1681327337
390,nisia floresta,-6.0911,-35.2086,30.45,72,31,6.06,BR,1681327337
391,palimbang,6.2106,124.1894,25.75,82,11,1.35,PH,1681327337
392,bandarbeyla,9.4942,50.8122,28.3,74,94,4.53,SO,1681327338
393,san jeronimo,-11.9472,-75.2829,17.54,52,62,2.09,PE,1681327339
394,biak,-0.9131,122.8766,24.81,84,92,1.0,ID,1681327339
395,kilakarai,9.2333,78.7833,29.08,68,6,5.66,IN,1681327341
396,kupang,-10.1667,123.5833,25.72,87,65,3.56,ID,1681327341
397,tecoanapa,16.5167,-98.75,30.61,50,0,5.16,MX,1681327342
398,grindavik,63.8424,-22.4338,5.97,70,0,6.69,IS,1681327343
399,neustrelitz,53.3667,13.0833,8.84,88,100,4.39,DE,1681327343
400,galle,6.0367,80.217,26.09,84,87,3.74,LK,1681327344
401,pontianak,-0.0333,109.3333,23.99,100,60,1.03,ID,1681327344
402,marapanim,-0.7175,-47.6997,27.42,86,86,2.26,BR,1681327345
403,nemuro,43.3236,145.575,2.39,78,9,5.33,JP,1681327345
404,williston,48.147,-103.618,13.41,51,92,3.13,US,1681327346
405,poya,-21.35,165.15,23.15,89,81,0.56,NC,1681327347
406,freeport,40.6576,-73.5832,30.99,25,0,8.75,US,1681326761
407,husavik,66.0449,-17.3389,1.11,97,100,1.99,IS,1681327347
408,srednyaya yelyuzan,53.0241,45.9529,9.71,45,100,3.37,RU,1681327348
409,praia da vitoria,38.7333,-27.0667,17.14,88,40,3.97,PT,1681327349
410,san patricio,28.017,-97.5169,27.31,42,0,2.47,US,1681327349
411,kangaatsiaq,68.3065,-53.4641,-3.96,87,100,2.87,GL,1681327349
412,zhezkazgan,47.8043,67.7144,11.94,33,100,2.85,KZ,1681327350
413,nikolskiy,60.9151,34.0645,0.46,97,56,3.21,RU,1681327351
414,mackenzie,55.2999,-123.1698,3.12,70,0,4.63,CA,1681327351
415,araouane,18.9048,-3.5265,30.23,7,99,3.42,ML,1681327352
416,chenzhou,25.8,113.0333,21.3,92,0,1.82,CN,1681327352
417,constitucion,-35.3333,-72.4167,16.22,76,100,2.73,CL,1681327353
418,mayo,38.8876,-76.5119,30.37,29,0,3.58,US,1681327353
419,mareeba,-17.0,145.4333,22.4,98,90,0.86,AU,1681327353
420,morondava,-20.2833,44.2833,26.93,74,100,3.86,MG,1681327355
421,esperance,-33.8667,121.9,17.77,70,0,3.3,AU,1681327355
422,gazojak,41.1875,61.4036,25.53,24,100,8.84,TM,1681327355
423,fairbanks,64.8378,-147.7164,-6.62,80,100,2.06,US,1681327245
424,udachnyy,66.4167,112.4,-18.97,91,85,2.68,RU,1681327356
425,ilanskiy,56.2358,96.065,-5.33,77,62,4.71,RU,1681327357
426,egvekinot,66.3167,-179.1667,-20.3,87,100,2.89,RU,1681327357
427,san policarpo,12.1791,125.5072,24.04,86,100,1.82,PH,1681327357
428,sur,22.5667,59.5289,28.5,58,15,4.1,OM,1681327358
429,aasiaat,68.7098,-52.8699,-2.92,86,100,2.41,GL,1681327358
430,trinidad,-14.8333,-64.9,27.99,83,40,3.09,BO,1681327059
431,shemonaikha,50.6328,81.9056,-0.21,69,100,4.23,KZ,1681327359
432,saint-joseph,-21.3667,55.6167,24.21,84,18,0.97,RE,1681327359
433,ha giang,22.8333,104.9833,23.94,97,78,0.42,VN,1681327359
434,safita,34.8205,36.1153,10.97,81,96,9.14,SY,1681327359
435,sungaipenuh,-2.0833,101.3833,17.8,97,100,0.57,ID,1681327360
436,kilinochchi,9.3961,80.3982,25.22,85,0,2.51,LK,1681327360
437,havre-saint-pierre,50.2334,-63.5986,4.2,81,75,6.17,CA,1681327360
438,kushima,31.4583,131.2333,13.67,91,27,1.02,JP,1681327360
439,noumea,-22.2763,166.4572,26.11,99,100,1.68,NC,1681326968
440,erzin,36.9559,36.2,10.66,90,100,1.16,TR,1681327361
441,bahia honda,22.9036,-83.1592,29.13,54,41,3.41,CU,1681327362
442,batagay-alyta,67.8006,130.4114,-28.36,99,62,2.87,RU,1681327362
443,taywarah,33.35,64.4167,11.29,33,5,1.7,AF,1681327362
444,riyadh,24.6877,46.7219,20.08,77,100,6.56,SA,1681327029
445,wattegama,6.7989,81.4808,23.89,91,86,1.34,LK,1681327363
446,hami,42.8,93.45,10.28,38,36,2.83,CN,1681327363
447,howard springs,-12.497,131.047,25.95,99,100,1.63,AU,1681327363
448,koslan,63.4564,48.8989,-6.63,91,100,4.77,RU,1681327364
449,yerofey pavlovich,53.9667,121.9667,-10.26,95,100,1.51,RU,1681327364
450,santa teresa,10.2341,-66.6631,34.12,30,100,3.11,VE,1681327364
451,huarmey,-10.0681,-78.1522,25.64,78,93,3.3,PE,1681327365
452,sorland,67.667,12.6934,6.92,86,100,7.95,NO,1681327365
453,pemberton,50.3164,-122.8027,8.83,64,4,0.98,CA,1681327365
454,bosaso,11.2842,49.1816,28.87,72,73,0.41,SO,1681327366
455,komsomolskiy,40.4272,71.7189,12.4,87,100,1.03,UZ,1681327366
456,college,64.8569,-147.8028,-6.62,81,100,2.06,US,1681327080
457,darbhanga,26.1667,85.9,27.73,18,0,3.79,IN,1681327366
458,norman wells,65.282,-126.8329,-0.98,55,75,5.66,CA,1681327367
459,boffa,10.1667,-14.0333,28.06,67,100,4.07,GN,1681327092
460,saint-georges,12.0564,-61.7485,28.82,70,20,9.77,GD,1681327367
461,naryan-mar,67.6713,53.087,-24.04,100,23,2.42,RU,1681327368
462,state college,40.7934,-77.86,27.36,33,40,7.2,US,1681327307
463,ixtapa,20.7,-105.2,25.57,69,75,5.66,MX,1681327078
464,malayal,7.208,121.942,25.45,82,0,0.22,PH,1681327369
465,rakaia,-43.75,172.0167,12.43,98,100,2.0,NZ,1681327369
466,sioux lookout,50.1001,-91.917,17.04,36,40,2.57,CA,1681327369
467,kota tinggi,1.7381,103.8999,28.02,95,56,1.54,MY,1681327370
468,bilma,18.6853,12.9164,26.42,9,83,3.64,NE,1681327370
469,pangkalanbuun,-2.6833,111.6167,23.52,95,97,1.13,ID,1681327370
470,totness,5.8833,-56.3167,28.8,67,46,4.33,SR,1681327371
471,visnes,59.3556,5.2242,9.03,46,75,9.77,NO,1681327371
472,mecca,21.4267,39.8261,23.51,48,8,5.59,SA,1681327371
473,emerald,-23.5333,148.1667,22.62,36,0,3.01,AU,1681327288
474,ranau,5.9538,116.6641,19.61,96,4,0.78,MY,1681327372
475,karratha,-20.7377,116.8463,28.73,69,100,1.76,AU,1681327372
476,vung tau,10.346,107.0843,27.58,78,100,4.03,VN,1681327372
477,teya,60.3778,92.6267,-5.08,92,100,5.53,RU,1681327373
478,malinovoye ozero,51.6753,79.7825,4.12,38,100,5.76,RU,1681327373
479,lahij,13.1667,44.5833,26.12,64,84,3.65,YE,1681327373
480,hearst,49.6835,-83.6665,18.14,83,99,2.24,CA,1681327373
481,itarema,-2.9248,-39.9167,27.57,78,82,4.91,BR,1681327374
482,yeppoon,-23.1333,150.7333,18.88,90,0,3.96,AU,1681327374
483,mankono,8.0586,-6.1897,29.82,40,53,1.92,CI,1681327374
484,davidson,36.1501,-86.7833,26.33,23,20,2.57,US,1681327374
485,seoul,37.5683,126.9778,5.69,81,99,4.12,KR,1681327000
486,lanzhou,36.0564,103.7922,14.68,32,100,4.22,CN,1681327224
487,poso,-1.3959,120.7524,25.75,85,100,1.77,ID,1681327375
488,walvis bay,-22.9575,14.5053,16.54,72,0,4.76,NA,1681327376
489,quatre cocos,-20.2078,57.7625,24.49,83,18,3.29,MU,1681327376
490,moose factory,51.2585,-80.6094,2.0,69,0,7.72,CA,1681327376
491,kobyzhcha,50.8285,31.5044,9.16,91,100,5.83,UA,1681327377
492,calvinia,-31.4707,19.776,16.73,18,98,2.34,ZA,1681327377
493,troitsko-pechorsk,62.7084,56.1964,-6.28,91,100,4.88,RU,1681327377
494,izoplit,56.6256,36.222,9.67,61,100,2.34,RU,1681327377
495,ketchikan,55.3422,-131.6461,4.99,81,100,5.14,US,1681327378
496,port said,31.2565,32.2841,16.99,63,20,5.14,EG,1681327378
497,uyuni,-20.4597,-66.825,15.54,17,0,7.02,BO,1681327379
498,tanout,14.9709,8.8879,28.41,10,27,5.15,NE,1681327379
499,salair,54.2312,85.7972,-1.0,62,100,4.21,RU,1681327379
500,sosnovo,60.5514,30.2144,1.83,98,79,2.66,RU,1681327380
501,buarcos,40.166,-8.8768,13.7,72,5,7.33,PT,1681327380
502,mayya,61.7333,130.2811,-6.38,96,100,1.83,RU,1681327380
503,gizo,-8.103,156.8419,26.27,82,93,1.76,SB,1681327381
504,kirakira,-10.4544,161.9205,26.08,83,51,0.04,SB,1681327381
505,plettenberg bay,-34.0527,23.3716,15.91,59,100,0.78,ZA,1681327381
506,kandrian,-6.2167,149.55,25.35,87,89,2.2,PG,1681327381
507,kilindoni,-7.9139,39.6668,27.77,78,100,3.34,TZ,1681327382
508,kenmare,51.8833,-9.5833,8.37,70,5,7.54,IE,1681327382
509,mokolo,10.7398,13.8019,29.89,16,100,3.26,CM,1681327383
510,abha,18.2164,42.5053,17.9,82,0,2.57,SA,1681327383
511,salimpur,28.128,76.2766,28.52,25,92,2.19,IN,1681327384
512,zhangzhou,24.5133,117.6556,20.96,84,3,0.46,CN,1681327385
513,morozovsk,48.3539,41.8261,14.06,52,75,8.7,RU,1681327385
514,san antonio,29.4241,-98.4936,26.93,42,20,3.6,US,1681326601
515,babu,24.4167,111.5167,22.49,93,10,1.1,CN,1681327386
516,iquique,-20.2208,-70.1431,24.02,68,7,1.73,CL,1681326839
517,wellington,-41.2866,174.7756,15.03,93,100,5.66,NZ,1681326616
518,opuwo,-18.0607,13.84,23.92,35,54,2.77,NA,1681327387
519,mount gambier,-37.8333,140.7667,14.89,95,60,3.48,AU,1681327297
520,kahuta,33.5913,73.3868,22.69,36,0,3.47,PK,1681327389
521,meulaboh,4.1363,96.1285,25.38,86,98,1.69,ID,1681327389
522,kalaleh,37.3807,55.4916,17.2,26,43,1.35,IR,1681327390
523,chapais,49.7834,-74.8492,-0.12,65,78,3.0,CA,1681327390
524,keelung,25.1283,121.7419,25.03,93,83,4.23,TW,1681327391
525,skjervoy,70.0311,20.9714,3.0,75,14,8.44,NO,1681327392
526,limon,10.0,-83.0333,30.03,74,0,3.09,CR,1681327393
527,tolmachevo,54.9824,82.7363,2.99,44,0,5.0,RU,1681327393
528,quelimane,-17.8786,36.8883,22.78,88,1,1.53,MZ,1681327394
529,manaure,11.7751,-72.4445,31.07,56,97,6.6,CO,1681327394
530,caraquet,47.7941,-64.9386,10.3,89,76,4.99,CA,1681327395
531,sisimiut,66.9395,-53.6735,-3.16,86,98,4.23,GL,1681327395
532,buala,-8.145,159.5921,25.33,89,96,3.52,SB,1681327396
533,wufeng,27.45,104.8333,14.03,90,59,0.38,CN,1681327396
534,matara,5.9485,80.5353,25.76,86,98,3.2,LK,1681327397
535,feijo,-8.1642,-70.3536,31.73,58,98,0.73,BR,1681327397
536,the valley,18.217,-63.0578,28.92,74,40,5.66,AI,1681327398
537,macheng,31.1783,115.0319,20.37,81,100,0.79,CN,1681327398
538,noyabrsk,63.1994,75.4507,-26.53,93,72,3.8,RU,1681327399
539,ferrol,43.4832,-8.2369,11.26,69,65,6.94,ES,1681327400
540,manasa,24.4837,75.2687,28.1,24,9,3.51,IN,1681327400
541,wanaka,-44.7,169.15,11.17,88,100,0.45,NZ,1681327354
542,lompoc,34.6391,-120.4579,19.36,66,75,8.75,US,1681327401
543,aklavik,68.2191,-135.0107,-17.0,55,75,3.09,CA,1681327402
544,barra do bugres,-15.0725,-57.1811,29.36,71,77,1.37,BR,1681327402
545,zelenogorskiy,55.0333,87.0,-1.52,71,100,4.16,RU,1681327403
546,lavrentiya,65.5833,-171.0,-18.7,92,65,1.65,RU,1681327404
547,billings,45.7833,-108.5007,12.94,35,40,8.75,US,1681327404
548,flinders,-34.5833,150.8552,14.65,87,59,4.8,AU,1681327404
549,erenhot,43.6475,111.9767,9.1,24,100,2.92,CN,1681327405
550,korla,41.7597,86.1469,13.18,30,100,7.61,CN,1681327407
551,half moon bay,37.4636,-122.4286,16.7,63,75,10.8,US,1681327407
552,linxia,35.6003,103.2064,12.35,50,100,1.76,CN,1681327407
